material,P_W,v_mm_per_s,melt_width_um,melt_depth_um,LED_J_per_mm,norm_width,norm_depth,h_mm,t_mm,VED_J_per_mm3
Ti64,200.0,1300.0,148.0224,135.2337,0.15384615384615385,0.4522060036537604,0.1103048123980424,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,181.7628,134.4174,0.14814814814814814,0.5552823721336616,0.1096389885807504,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,155.097,119.9961,0.14285714285714285,0.47381879059309456,0.09787610114192495,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,134.1453,112.3773,0.13793103448275862,0.4098116908112203,0.09166174551386623,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,133.0569,99.9514,0.13333333333333333,0.4064866466667074,0.08152642740619903,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,139.8594,111.2889,0.12903225806451613,0.4272681725699133,0.09077398042414356,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,139.0431,88.5232,0.125,0.4247743894615286,0.07220489396411094,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,131.6964,72.3786,0.12121212121212122,0.4023303414860662,0.05903637846655792,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,184.7559,73.1949,0.11764705882352941,0.5644262435310722,0.05970220228384992,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,143.2153,143.2153,0.15384615384615385,0.4375203920154949,0.11681508972267537,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,161.1739,139.0431,0.14814814814814814,0.4923836203999585,0.11341199021207178,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,136.3221,125.166,0.14285714285714285,0.41646177910024623,0.10209298531810766,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,136.3221,121.3566,0.13793103448275862,0.41646177910024623,0.0989858075040783,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,132.1499,71.5623,0.13333333333333333,0.40371577654627994,0.0583705546492659,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,143.5781,81.9021,0.12903225806451613,0.43862874006366587,0.06680432300163132,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,140.7664,61.7667,0.125,0.43003904269034077,0.05038066884176183,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,139.3152,60.9504,0.12121212121212122,0.42560565049765686,0.04971484502446982,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,138.6803,68.5692,0.11764705882352941,0.42366604141335756,0.05592920065252854,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,133.7825,152.1946,0.15384615384615385,0.40870334276304937,0.12413915171288745,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,139.0431,146.934,0.14814814814814814,0.4247743894615286,0.11984828711256117,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,136.3221,109.2935,0.14285714285714285,0.41646177910024623,0.08914641109298531,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,139.4059,114.9169,0.13793103448275862,0.42588273750969957,0.09373319738988581,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,144.8479,81.63,0.13333333333333333,0.4425079582322643,0.06658238172920065,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,136.2314,72.9228,0.12903225806451613,0.4161846920882035,0.05948026101141925,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,141.2199,87.5255,0.125,0.4314244777505545,0.0713911092985318,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,133.6011,82.9905,0.12121212121212122,0.4081491687389639,0.06769208809135399,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,127.7056,103.1259,0.11764705882352941,0.39013851295618546,0.0841157422512235,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,144.4851,38.3661,0.15384615384615385,0.4413996101840933,0.03129371941272431,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,164.8926,45.1686,0.14814814814814814,0.503744187893711,0.036842251223491024,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,168.702,65.5761,0.14285714285714285,0.5153818423995064,0.05348784665579119,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,180.9465,64.4877,0.13793103448275862,0.5527885890252768,0.05260008156606852,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,179.8581,60.9504,0.13333333333333333,0.549463544880764,0.04971484502446982,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,169.5183,41.6313,0.12903225806451613,0.517875625507891,0.033957014681892335,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,187.2048,33.0148,0.125,0.5719075928562264,0.026928874388254486,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,196.1841,44.3523,0.12121212121212122,0.5993392070484581,0.03617642740619902,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,177.9534,65.3947,0.11764705882352941,0.5436447176278663,0.05333988580750408,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,135.2337,141.492,0.15384615384615385,0.4131367349557333,0.11540946166394779,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,137.3198,145.5735,0.14814814814814814,0.41950973623271637,0.11873858075040783,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,118.9077,121.6287,0.14285714285714285,0.36326107278803915,0.09920774877650897,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,130.3359,105.6655,0.13793103448275862,0.3981740363054251,0.08618719412724306,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,139.0431,109.747,0.13333333333333333,0.4247743894615286,0.0895163132137031,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,130.0638,87.7069,0.12903225806451613,0.39734277526929673,0.07153907014681893,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,137.4105,112.3773,0.125,0.4197868232447592,0.09166174551386623,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,134.6895,95.235,0.12121212121212122,0.41147421288347685,0.0776794453507341,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,135.7779,102.0375,0.11764705882352941,0.4147992570279897,0.08322797716150081,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,130.608,105.5748,0.15384615384615385,0.39900529734155327,0.0861132137030995,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,144.4851,124.7125,0.14814814814814814,0.4413996101840933,0.10172308319738989,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,144.7572,108.2958,0.14285714285714285,0.4422308712202216,0.0883326264274062,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,111.2889,122.7171,0.13793103448275862,0.3399857637764485,0.10009551386623165,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,138.2268,134.9616,0.13333333333333333,0.42228060635314385,0.11008287112561174,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,129.5196,127.3428,0.12903225806451613,0.3956802531970403,0.10386851549755302,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,118.9077,105.6655,0.125,0.36326107278803915,0.08618719412724306,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,135.5058,68.5692,0.12121212121212122,0.4139679959918615,0.05592920065252854,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,132.6034,101.0398,0.11764705882352941,0.40510121160649365,0.08241419249592169,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,167.3415,128.4312,0.15384615384615385,0.5112255372188651,0.10475628058727568,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,153.7365,149.4736,0.14814814814814814,0.46966248541245337,0.12191973898858076,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,126.5265,98.0467,0.14285714285714285,0.38653638179962974,0.07997283849918434,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,108.2958,97.8653,0.13793103448275862,0.33084189237903794,0.07982487765089723,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,149.4736,95.5071,0.13333333333333333,0.4566393958464443,0.07790138662316476,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,162.7158,102.3096,0.12903225806451613,0.49709409960468515,0.08344991843393149,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,145.4828,129.3382,0.125,0.4444475673165635,0.10549608482871126,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,129.8824,117.2751,0.12121212121212122,0.39678860124521126,0.09565668841761826,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,130.608,80.8137,0.11764705882352941,0.39900529734155327,0.06591655791190865,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,148.8387,139.5873,0.15384615384615385,0.45469978676214506,0.11385587275693311,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,135.2337,136.3221,0.14814814814814814,0.4131367349557333,0.11119257748776509,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,147.4782,135.3244,0.14285714285714285,0.45054348158150387,0.11037879282218596,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,113.5564,104.4864,0.13793103448275862,0.34691293907751714,0.08522544861337684,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,128.7033,125.7102,0.13333333333333333,0.39318647008865565,0.102536867862969,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,135.2337,91.1535,0.12903225806451613,0.4131367349557333,0.07435032626427406,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,144.4851,74.8275,0.125,0.4413996101840933,0.061033849918433934,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,138.2268,84.7138,0.12121212121212122,0.42228060635314385,0.06909771615008158,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,134.9616,104.7585,0.11764705882352941,0.41230547391960504,0.08544738988580751,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,136.05,135.7779,0.15384615384615385,0.41563051806411805,0.11074869494290374,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,151.1969,133.0569,0.14814814814814814,0.46190404907525645,0.10852928221859708,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,122.9892,115.0983,0.14285714285714285,0.3757299883299626,0.09388115823817292,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,122.9892,99.8607,0.13793103448275862,0.3757299883299626,0.08145244698205546,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,110.654,100.9491,0.13333333333333333,0.33804615469214927,0.08234021207177813,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,129.7917,106.6632,0.12903225806451613,0.39651151423316855,0.08700097879282219,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,141.492,79.5439,0.125,0.43225573878668266,0.06488083197389885,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,145.5735,71.0181,0.12121212121212122,0.44472465432860625,0.057926672104404574,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,136.05,66.6645,0.11764705882352941,0.41563051806411805,0.05437561174551387,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,131.4243,145.5735,0.15384615384615385,0.40149908044993793,0.11873858075040783,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,134.4174,132.6034,0.14814814814814814,0.41064295184734856,0.10815938009787927,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,135.2337,124.6218,0.14285714285714285,0.4131367349557333,0.10164910277324632,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,127.887,118.0914,0.13793103448275862,0.39069268698027093,0.09632251223491027,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,142.8525,85.7115,0.13333333333333333,0.43641204396732386,0.06991150081566068,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,136.8663,96.3234,0.12903225806451613,0.4181243011725027,0.07856721044045678,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,130.3359,73.7391,0.125,0.3981740363054251,0.06014608482871125,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,131.6964,74.8275,0.12121212121212122,0.4023303414860662,0.061033849918433934,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,137.1384,104.4864,0.11764705882352941,0.4189555622086309,0.08522544861337684,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,158.0901,157.2738,0.15384615384615385,0.48296266199050514,0.12828205546492658,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,140.6757,165.4368,0.14814814814814814,0.429761955678298,0.13494029363784665,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,123.5334,145.3014,0.14285714285714285,0.37739251040221916,0.11851663947797716,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,130.0638,140.9478,0.13793103448275862,0.39734277526929673,0.11496557911908646,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,137.4105,135.2337,0.13333333333333333,0.4197868232447592,0.1103048123980424,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,136.6849,97.6839,0.12903225806451613,0.4175701271484172,0.0796769168026101,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,151.0155,81.63,0.125,0.461349875051171,0.06658238172920065,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,143.1246,130.6987,0.12121212121212122,0.4372433050034521,0.10660579119086461,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,137.2291,96.0513,0.11764705882352941,0.41923264922067366,0.0783452691680261,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,148.5666,50.3385,0.15384615384615385,0.4538685257260168,0.041059135399673735,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,159.7227,39.7266,0.14814814814814814,0.4879502282072745,0.03240342577487765,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,179.3139,46.257,0.14285714285714285,0.5478010228085075,0.0377300163132137,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,184.7559,64.7598,0.13793103448275862,0.5644262435310722,0.05282202283849918,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,152.6481,64.4877,0.13333333333333333,0.4663374412679404,0.05260008156606852,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,154.2807,53.0595,0.12903225806451613,0.4713250074847098,0.04327854812398042,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,187.4769,38.094,0.125,0.5727388538923546,0.03107177814029364,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,189.6537,43.8081,0.12121212121212122,0.5793889421813805,0.03573254486133769,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,194.0073,78.6369,0.11764705882352941,0.5926891187594322,0.06414102773246329,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,147.4782,144.4851,0.15384615384615385,0.45054348158150387,0.11785081566068514,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,142.8525,142.5804,0.14814814814814814,0.43641204396732386,0.11629722675367048,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,136.3221,135.2337,0.14285714285714285,0.41646177910024623,0.1103048123980424,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,137.1384,105.5748,0.13793103448275862,0.4189555622086309,0.0861132137030995,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,134.9616,95.7792,0.13333333333333333,0.41230547391960504,0.07812332789559544,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,130.608,88.7046,0.12903225806451613,0.39900529734155327,0.07235285481239805,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,147.7503,86.2557,0.125,0.45137474261763216,0.07035538336052202,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,127.887,77.2764,0.12121212121212122,0.39069268698027093,0.06303132137030995,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,131.4243,69.9297,0.11764705882352941,0.40149908044993793,0.05703890701468189,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,146.6619,141.492,0.15384615384615385,0.4480496984731192,0.11540946166394779,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,152.376,154.5528,0.14814814814814814,0.46550618023181217,0.1260626427406199,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,139.8594,159.1785,0.14285714285714285,0.4272681725699133,0.12983564437194128,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,173.4184,134.1453,0.13793103448275862,0.529790367025729,0.10941704730831973,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,164.6205,110.4726,0.13333333333333333,0.5029129268575827,0.09010815660685155,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,122.9892,124.6218,0.12903225806451613,0.3757299883299626,0.10164910277324632,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,122.7171,126.2544,0.125,0.37489872729383444,0.10298075040783035,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,127.3428,53.0595,0.12121212121212122,0.38903016490801445,0.04327854812398042,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,130.608,66.6645,0.11764705882352941,0.39900529734155327,0.05437561174551387,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,177.772,184.121,0.15384615384615385,0.5430905436037808,0.15018026101141926,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,147.7503,167.8857,0.14814814814814814,0.45137474261763216,0.1369377650897227,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,160.0855,172.2393,0.14285714285714285,0.48905857625544547,0.14048882544861335,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,154.0993,142.0362,0.13793103448275862,0.4707708334606243,0.11585334420880915,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,148.4759,124.8939,0.13333333333333333,0.4535914387139741,0.101871044045677,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,167.6136,118.0914,0.12903225806451613,0.5120567982549933,0.09632251223491027,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,161.0832,106.3911,0.125,0.4921065333879157,0.08677903752039151,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,147.6596,106.6632,0.12121212121212122,0.45109765560558945,0.08700097879282219,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,131.9685,77.9113,0.11764705882352941,0.40316160252219446,0.06354918433931485,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,150.4713,112.5587,0.15384615384615385,0.45968735297891455,0.09180970636215334,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,149.655,148.5666,0.14814814814814814,0.4571935698705298,0.12117993474714518,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,144.4851,137.9547,0.14285714285714285,0.4413996101840933,0.11252422512234911,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,140.9478,130.608,0.13793103448275862,0.43059321671442624,0.10653181076672105,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,142.8525,110.2005,0.13333333333333333,0.43641204396732386,0.08988621533442089,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,145.3014,105.1213,0.12903225806451613,0.443893393292478,0.08574331158238173,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,142.5804,95.235,0.125,0.4355807829311956,0.0776794453507341,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,147.4782,88.5232,0.12121212121212122,0.45054348158150387,0.07220489396411094,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,148.5666,81.63,0.11764705882352941,0.4538685257260168,0.06658238172920065,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,154.3714,144.7572,0.15384615384615385,0.47160209449675256,0.11807275693311584,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,136.8663,134.1453,0.14814814814814814,0.4181243011725027,0.10941704730831973,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,151.2876,130.3359,0.14285714285714285,0.4621811360872992,0.10630986949429039,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,126.5265,124.6218,0.13793103448275862,0.38653638179962974,0.10164910277324632,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,126.5265,78.0927,0.13333333333333333,0.38653638179962974,0.06369714518760196,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,133.329,117.8193,0.12903225806451613,0.40731790770283566,0.0961005709624796,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,168.7927,78.0927,0.125,0.515658929411549,0.06369714518760196,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,135.7779,74.8275,0.12121212121212122,0.4147992570279897,0.061033849918433934,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,129.5196,73.8298,0.11764705882352941,0.3956802531970403,0.06022006525285482,0.1,0.03,39.21568627450981
Ti64,370.0,1300.0,269.676,283.296,0.2846153846153846,0.8238557558945908,0.23107340946166394,0.1,0.03,94.87179487179488
Ti64,370.0,1350.0,261.504,326.88,0.2740740740740741,0.7988904299583912,0.2666231647634584,0.1,0.03,91.35802469135803
Ti64,370.0,1400.0,295.554,275.124,0.2642857142857143,0.9029126213592232,0.2244078303425775,0.1,0.03,88.09523809523809
Ti64,370.0,1450.0,294.192,276.486,0.25517241379310346,0.8987517337031901,0.22551876019575856,0.1,0.03,85.05747126436782
Ti64,370.0,1500.0,290.106,265.59,0.24666666666666667,0.8862690707350901,0.21663132137030994,0.1,0.03,82.22222222222223
Ti64,370.0,1550.0,291.922,266.952,0.23870967741935484,0.8918169209431346,0.21774225122349103,0.1,0.03,79.56989247311829
Ti64,370.0,1600.0,267.406,228.816,0.23125,0.8169209431345353,0.18663621533442087,0.1,0.03,77.08333333333334
Ti64,370.0,1650.0,276.486,238.35,0.22424242424242424,0.8446601941747572,0.1944127243066884,0.1,0.03,74.74747474747474
Ti64,370.0,1700.0,261.504,246.522,0.21764705882352942,0.7988904299583912,0.20107830342577487,0.1,0.03,72.54901960784314
Ti64,370.0,1300.0,276.486,276.486,0.2846153846153846,0.8446601941747572,0.22551876019575856,0.1,0.03,94.87179487179488
Ti64,370.0,1350.0,256.056,280.572,0.2740740740740741,0.782246879334258,0.2288515497553018,0.1,0.03,91.35802469135803
Ti64,370.0,1400.0,253.786,279.21,0.2642857142857143,0.7753120665742025,0.2277406199021207,0.1,0.03,88.09523809523809
Ti64,370.0,1450.0,296.008,257.418,0.25517241379310346,0.9042995839112343,0.2099657422512235,0.1,0.03,85.05747126436782
Ti64,370.0,1500.0,282.388,314.622,0.24666666666666667,0.8626907073509015,0.25662479608482874,0.1,0.03,82.22222222222223
Ti64,370.0,1550.0,266.498,268.768,0.23870967741935484,0.8141470180305131,0.21922349102773245,0.1,0.03,79.56989247311829
Ti64,370.0,1600.0,227.454,261.504,0.23125,0.694868238557559,0.21329853181076674,0.1,0.03,77.08333333333334
Ti64,370.0,1650.0,265.136,261.504,0.22424242424242424,0.80998613037448,0.21329853181076674,0.1,0.03,74.74747474747474
Ti64,370.0,1700.0,246.976,230.178,0.21764705882352942,0.7545076282940361,0.18774714518760197,0.1,0.03,72.54901960784314
Ti64,370.0,1300.0,262.866,171.612,0.2846153846153846,0.8030513176144244,0.13997716150081566,0.1,0.03,94.87179487179488
Ti64,370.0,1350.0,256.51,141.648,0.2740740740740741,0.7836338418862691,0.11553670473083197,0.1,0.03,91.35802469135803
Ti64,370.0,1400.0,261.504,175.698,0.2642857142857143,0.7988904299583912,0.1433099510603589,0.1,0.03,88.09523809523809
Ti64,370.0,1450.0,253.786,114.408,0.25517241379310346,0.7753120665742025,0.09331810766721044,0.1,0.03,85.05747126436782
Ti64,370.0,1500.0,262.866,88.53,0.24666666666666667,0.8030513176144244,0.07221044045676998,0.1,0.03,82.22222222222223
Ti64,370.0,1550.0,294.192,89.892,0.23870967741935484,0.8987517337031901,0.07332137030995106,0.1,0.03,79.56989247311829
Ti64,370.0,1600.0,236.988,129.39,0.23125,0.723994452149792,0.10553833605220227,0.1,0.03,77.08333333333334
Ti64,370.0,1650.0,227.454,96.702,0.22424242424242424,0.694868238557559,0.07887601957585644,0.1,0.03,74.74747474747474
Ti64,370.0,1700.0,238.804,186.594,0.21764705882352942,0.7295423023578363,0.1521973898858075,0.1,0.03,72.54901960784314
Ti64,370.0,1300.0,152.544,133.476,0.2846153846153846,0.46601941747572817,0.10887112561174551,0.1,0.03,94.87179487179488
Ti64,370.0,1350.0,277.394,233.356,0.2740740740740741,0.8474341192787794,0.19033931484502448,0.1,0.03,91.35802469135803
Ti64,370.0,1400.0,271.038,209.748,0.2642857142857143,0.8280166435506242,0.1710831973898858,0.1,0.03,88.09523809523809
Ti64,370.0,1450.0,315.984,152.544,0.25517241379310346,0.9653259361997225,0.12442414355628059,0.1,0.03,85.05747126436782
Ti64,370.0,1500.0,275.124,148.458,0.24666666666666667,0.8404993065187241,0.12109135399673736,0.1,0.03,82.22222222222223
Ti64,370.0,1550.0,236.988,204.754,0.23870967741935484,0.723994452149792,0.16700978792822185,0.1,0.03,79.56989247311829
Ti64,370.0,1600.0,219.282,177.06,0.23125,0.6699029126213593,0.14442088091353997,0.1,0.03,77.08333333333334
Ti64,370.0,1650.0,236.988,198.852,0.22424242424242424,0.723994452149792,0.1621957585644372,0.1,0.03,74.74747474747474
Ti64,370.0,1700.0,271.038,198.852,0.21764705882352942,0.8280166435506242,0.1621957585644372,0.1,0.03,72.54901960784314
Ti64,370.0,1300.0,208.386,156.63,0.2846153846153846,0.6366158113730929,0.1277569331158238,0.1,0.03,94.87179487179488
Ti64,370.0,1350.0,219.282,156.63,0.2740740740740741,0.6699029126213593,0.1277569331158238,0.1,0.03,91.35802469135803
Ti64,370.0,1400.0,175.244,133.93,0.2642857142857143,0.5353675450762829,0.10924143556280588,0.1,0.03,88.09523809523809
Ti64,370.0,1450.0,200.214,113.046,0.25517241379310346,0.6116504854368932,0.09220717781402937,0.1,0.03,85.05747126436782
Ti64,370.0,1500.0,185.232,122.58,0.24666666666666667,0.565880721220527,0.0999836867862969,0.1,0.03,82.22222222222223
Ti64,370.0,1550.0,170.25,133.476,0.23870967741935484,0.5201109570041609,0.10887112561174551,0.1,0.03,79.56989247311829
Ti64,370.0,1600.0,187.956,166.618,0.23125,0.5742024965325936,0.1359037520391517,0.1,0.03,77.08333333333334
Ti64,370.0,1650.0,257.418,131.206,0.22424242424242424,0.7864077669902912,0.10701957585644371,0.1,0.03,74.74747474747474
Ti64,370.0,1700.0,167.526,137.562,0.21764705882352942,0.5117891816920943,0.11220391517128875,0.1,0.03,72.54901960784314
Ti64,370.0,1300.0,198.852,170.25,0.2846153846153846,0.6074895977808599,0.1388662316476346,0.1,0.03,94.87179487179488
Ti64,370.0,1350.0,280.572,196.128,0.2740740740740741,0.8571428571428571,0.15997389885807503,0.1,0.03,91.35802469135803
Ti64,370.0,1400.0,257.418,157.992,0.2642857142857143,0.7864077669902912,0.12886786296900488,0.1,0.03,88.09523809523809
Ti64,370.0,1450.0,291.468,208.386,0.25517241379310346,0.8904299583911235,0.16997226753670472,0.1,0.03,85.05747126436782
Ti64,370.0,1500.0,269.676,166.164,0.24666666666666667,0.8238557558945908,0.13553344208809134,0.1,0.03,82.22222222222223
Ti64,370.0,1550.0,229.27,202.938,0.23870967741935484,0.7004160887656034,0.1655285481239804,0.1,0.03,79.56989247311829
Ti64,370.0,1600.0,230.178,200.668,0.23125,0.7031900138696255,0.16367699836867863,0.1,0.03,77.08333333333334
Ti64,370.0,1650.0,215.196,215.196,0.22424242424242424,0.6574202496532594,0.17552691680261012,0.1,0.03,74.74747474747474
Ti64,370.0,1700.0,179.784,143.01,0.21764705882352942,0.5492371705963939,0.11664763458401305,0.1,0.03,72.54901960784314
Ti64,370.0,1300.0,243.798,108.506,0.2846153846153846,0.7447988904299584,0.08850407830342577,0.1,0.03,94.87179487179488
Ti64,370.0,1350.0,253.786,162.078,0.2740740740740741,0.7753120665742025,0.13220065252854812,0.1,0.03,91.35802469135803
Ti64,370.0,1400.0,242.436,98.064,0.2642857142857143,0.7406380027739251,0.07998694942903752,0.1,0.03,88.09523809523809
Ti64,370.0,1450.0,270.13,80.812,0.25517241379310346,0.8252427184466019,0.06591517128874388,0.1,0.03,85.05747126436782
