material,P_W,v_mm_per_s,melt_width_um,melt_depth_um,LED_J_per_mm,norm_width,norm_depth,h_mm,t_mm,VED_J_per_mm3
IN718,300.0,1000.0,134.0,227.0,0.3,0.4093678016949049,0.18515497553017946,0.11,0.04,68.18181818181817
IN718,300.0,1100.0,146.0,164.0,0.2727272727272727,0.44602760483176207,0.13376835236541598,0.11,0.04,61.98347107438017
IN718,300.0,400.0,212.0,550.0,0.75,0.6476565220844764,0.44861337683523655,0.11,0.04,170.45454545454547
IN718,300.0,500.0,200.0,398.0,0.6,0.6109967189476192,0.32463295269168024,0.11,0.04,136.36363636363635
IN718,300.0,600.0,190.0,326.0,0.5,0.5804468830002383,0.265905383360522,0.11,0.04,113.63636363636363
IN718,300.0,700.0,168.0,293.0,0.42857142857142855,0.5132372439160001,0.23898858075040783,0.11,0.04,97.4025974025974
IN718,300.0,800.0,148.0,279.0,0.375,0.4521375720212382,0.2275693311582382,0.11,0.04,85.22727272727273
IN718,300.0,900.0,140.0,281.0,0.3333333333333333,0.42769770326333345,0.22920065252854813,0.11,0.04,75.75757575757576
IN718,300.0,1000.0,146.0,177.0,0.3,0.44602760483176207,0.14437194127243066,0.11,0.04,68.18181818181817
IN718,300.0,1100.0,106.0,147.0,0.2727272727272727,0.3238282610422382,0.1199021207177814,0.11,0.04,61.98347107438017
IN718,300.0,400.0,186.0,558.0,0.75,0.5682269486212859,0.4551386623164764,0.11,0.04,170.45454545454547
IN718,300.0,500.0,208.0,449.0,0.6,0.635436587705524,0.366231647634584,0.11,0.04,136.36363636363635
IN718,300.0,600.0,166.0,373.0,0.5,0.507127276726524,0.30424143556280586,0.11,0.04,113.63636363636363
IN718,300.0,700.0,166.0,331.0,0.42857142857142855,0.507127276726524,0.2699836867862969,0.11,0.04,97.4025974025974
IN718,300.0,800.0,146.0,344.0,0.375,0.44602760483176207,0.2805872756933116,0.11,0.04,85.22727272727273
IN718,300.0,900.0,148.0,257.0,0.3333333333333333,0.4521375720212382,0.2096247960848287,0.11,0.04,75.75757575757576
IN718,300.0,1000.0,138.0,211.0,0.3,0.4215877360738573,0.17210440456769985,0.11,0.04,68.18181818181817
IN718,300.0,1100.0,146.0,153.0,0.2727272727272727,0.44602760483176207,0.12479608482871125,0.11,0.04,61.98347107438017
IN718,400.0,400.0,186.0,653.0,1.0,0.5682269486212859,0.532626427406199,0.11,0.04,227.27272727272728
IN718,400.0,500.0,192.0,647.0,0.8,0.5865568501897145,0.5277324632952691,0.11,0.04,181.8181818181818
IN718,400.0,600.0,198.0,493.0,0.6666666666666666,0.6048867517581431,0.40212071778140296,0.11,0.04,151.5151515151515
IN718,400.0,700.0,186.0,489.0,0.5714285714285714,0.5682269486212859,0.398858075040783,0.11,0.04,129.87012987012986
IN718,400.0,800.0,148.0,417.0,0.5,0.4521375720212382,0.3401305057096248,0.11,0.04,113.63636363636364
IN718,400.0,900.0,164.0,315.0,0.4444444444444444,0.5010173095370478,0.2569331158238173,0.11,0.04,101.01010101010101
IN718,400.0,1000.0,160.0,202.0,0.4,0.4887973751580954,0.16476345840130505,0.11,0.04,90.9090909090909
IN718,400.0,400.0,202.0,723.0,1.0,0.6171066861370954,0.5897226753670473,0.11,0.04,227.27272727272728
IN718,400.0,500.0,160.0,605.0,0.8,0.4887973751580954,0.4934747145187602,0.11,0.04,181.8181818181818
IN718,400.0,600.0,196.0,574.0,0.6666666666666666,0.5987767845686669,0.46818923327895595,0.11,0.04,151.5151515151515
IN718,400.0,700.0,180.0,547.0,0.5714285714285714,0.5498970470528574,0.4461663947797716,0.11,0.04,129.87012987012986
IN718,400.0,800.0,160.0,435.0,0.5,0.4887973751580954,0.3548123980424144,0.11,0.04,113.63636363636364
IN718,400.0,900.0,172.0,309.0,0.4444444444444444,0.5254571782949525,0.25203915171288743,0.11,0.04,101.01010101010101
IN718,400.0,1000.0,146.0,313.0,0.4,0.44602760483176207,0.2553017944535073,0.11,0.04,90.9090909090909
IN718,400.0,400.0,184.0,733.0,1.0,0.5621169814318097,0.5978792822185971,0.11,0.04,227.27272727272728
IN718,400.0,500.0,202.0,697.0,0.8,0.6171066861370954,0.5685154975530179,0.11,0.04,181.8181818181818
IN718,400.0,600.0,216.0,564.0,0.6666666666666666,0.6598764564634287,0.4600326264274062,0.11,0.04,151.5151515151515
IN718,400.0,700.0,194.0,512.0,0.5714285714285714,0.5926668173791907,0.4176182707993475,0.11,0.04,129.87012987012986
IN718,400.0,800.0,168.0,435.0,0.5,0.5132372439160001,0.3548123980424144,0.11,0.04,113.63636363636364
IN718,400.0,900.0,158.0,365.0,0.4444444444444444,0.4826874079686192,0.29771615008156604,0.11,0.04,101.01010101010101
IN718,400.0,1000.0,186.0,253.0,0.4,0.5682269486212859,0.20636215334420882,0.11,0.04,90.9090909090909
IN718,400.0,400.0,158.0,724.0,1.0,0.4826874079686192,0.5905383360522023,0.11,0.04,227.27272727272728
IN718,400.0,500.0,208.0,663.0,0.8,0.635436587705524,0.5407830342577488,0.11,0.04,181.8181818181818
IN718,400.0,600.0,176.0,564.0,0.6666666666666666,0.5376771126739049,0.4600326264274062,0.11,0.04,151.5151515151515
IN718,400.0,700.0,216.0,470.0,0.5714285714285714,0.6598764564634287,0.3833605220228385,0.11,0.04,129.87012987012986
IN718,400.0,800.0,168.0,461.0,0.5,0.5132372439160001,0.37601957585644374,0.11,0.04,113.63636363636364
IN718,400.0,900.0,138.0,365.0,0.4444444444444444,0.4215877360738573,0.29771615008156604,0.11,0.04,101.01010101010101
IN718,400.0,1000.0,170.0,182.0,0.4,0.5193472111054763,0.14845024469820556,0.11,0.04,90.9090909090909
IN718,400.0,400.0,138.0,783.0,1.0,0.4215877360738573,0.6386623164763459,0.11,0.04,227.27272727272728
IN718,400.0,500.0,238.0,681.0,0.8,0.7270860955476669,0.5554649265905384,0.11,0.04,181.8181818181818
IN718,400.0,600.0,198.0,593.0,0.6666666666666666,0.6048867517581431,0.4836867862969005,0.11,0.04,151.5151515151515
IN718,400.0,700.0,182.0,560.0,0.5714285714285714,0.5560070142423336,0.4567699836867863,0.11,0.04,129.87012987012986
IN718,400.0,800.0,176.0,501.0,0.5,0.5376771126739049,0.4086460032626427,0.11,0.04,113.63636363636364
IN718,400.0,900.0,168.0,442.0,0.4444444444444444,0.5132372439160001,0.3605220228384992,0.11,0.04,101.01010101010101
IN718,400.0,1000.0,128.0,204.0,0.4,0.3910379001264763,0.16639477977161501,0.11,0.04,90.9090909090909
IN718,400.0,400.0,226.0,817.0,1.0,0.6904262924108098,0.666394779771615,0.11,0.04,227.27272727272728
IN718,400.0,500.0,216.0,710.0,0.8,0.6598764564634287,0.5791190864600326,0.11,0.04,181.8181818181818
IN718,400.0,600.0,234.0,602.0,0.6666666666666666,0.7148661611687145,0.4910277324632953,0.11,0.04,151.5151515151515
IN718,400.0,700.0,212.0,459.0,0.5714285714285714,0.6476565220844764,0.3743882544861338,0.11,0.04,129.87012987012986
IN718,400.0,800.0,216.0,340.0,0.5,0.6598764564634287,0.27732463295269166,0.11,0.04,113.63636363636364
IN718,400.0,900.0,148.0,411.0,0.4444444444444444,0.4521375720212382,0.3352365415986949,0.11,0.04,101.01010101010101
IN718,400.0,1000.0,122.0,246.0,0.4,0.37270799855804776,0.200652528548124,0.11,0.04,90.9090909090909
IN718,400.0,400.0,194.0,817.0,1.0,0.5926668173791907,0.666394779771615,0.11,0.04,227.27272727272728
IN718,400.0,500.0,236.0,704.0,0.8,0.7209761283581907,0.5742251223491027,0.11,0.04,181.8181818181818
IN718,400.0,600.0,234.0,490.0,0.6666666666666666,0.7148661611687145,0.399673735725938,0.11,0.04,151.5151515151515
IN718,400.0,700.0,204.0,524.0,0.5714285714285714,0.6232166533265716,0.4274061990212072,0.11,0.04,129.87012987012986
IN718,400.0,800.0,240.0,349.0,0.5,0.7331960627371431,0.28466557911908646,0.11,0.04,113.63636363636364
IN718,400.0,900.0,164.0,392.0,0.4444444444444444,0.5010173095370478,0.3197389885807504,0.11,0.04,101.01010101010101
IN718,400.0,1000.0,186.0,238.0,0.4,0.5682269486212859,0.19412724306688417,0.11,0.04,90.9090909090909
IN718,400.0,400.0,224.0,789.0,1.0,0.6843163252213336,0.6435562805872757,0.11,0.04,227.27272727272728
IN718,400.0,500.0,194.0,719.0,0.8,0.5926668173791907,0.5864600326264274,0.11,0.04,181.8181818181818
IN718,400.0,600.0,226.0,605.0,0.6666666666666666,0.6904262924108098,0.4934747145187602,0.11,0.04,151.5151515151515
IN718,400.0,700.0,180.0,514.0,0.5714285714285714,0.5498970470528574,0.4192495921696574,0.11,0.04,129.87012987012986
IN718,400.0,800.0,220.0,423.0,0.5,0.6720963908423812,0.3450244698205546,0.11,0.04,113.63636363636364
IN718,400.0,900.0,230.0,378.0,0.4444444444444444,0.7026462267897622,0.3083197389885807,0.11,0.04,101.01010101010101
IN718,400.0,1000.0,168.0,262.0,0.4,0.5132372439160001,0.2137030995106036,0.11,0.04,90.9090909090909
IN718,400.0,400.0,232.0,809.0,1.0,0.7087561939792383,0.6598694942903752,0.11,0.04,227.27272727272728
IN718,400.0,500.0,208.0,694.0,0.8,0.635436587705524,0.566068515497553,0.11,0.04,181.8181818181818
IN718,400.0,600.0,240.0,626.0,0.6666666666666666,0.7331960627371431,0.5106035889070146,0.11,0.04,151.5151515151515
IN718,400.0,700.0,220.0,550.0,0.5714285714285714,0.6720963908423812,0.44861337683523655,0.11,0.04,129.87012987012986
IN718,400.0,800.0,214.0,449.0,0.5,0.6537664892739526,0.366231647634584,0.11,0.04,113.63636363636364
IN718,400.0,900.0,224.0,378.0,0.4444444444444444,0.6843163252213336,0.3083197389885807,0.11,0.04,101.01010101010101
IN718,400.0,1000.0,196.0,233.0,0.4,0.5987767845686669,0.1900489396411093,0.11,0.04,90.9090909090909
IN718,500.0,400.0,208.0,897.0,1.25,0.635436587705524,0.731647634584013,0.11,0.04,284.09090909090907
IN718,500.0,500.0,182.0,779.0,1.0,0.5560070142423336,0.6353996737357259,0.11,0.04,227.27272727272725
IN718,500.0,600.0,154.0,706.0,0.8333333333333334,0.47046747358966684,0.5758564437194127,0.11,0.04,189.39393939393938
IN718,500.0,700.0,124.0,584.0,0.7142857142857143,0.3788179657475239,0.4763458401305057,0.11,0.04,162.33766233766232
IN718,500.0,800.0,136.0,521.0,0.625,0.4154777688843811,0.42495921696574224,0.11,0.04,142.04545454545453
IN718,500.0,900.0,130.0,460.0,0.5555555555555556,0.39714786731595253,0.37520391517128876,0.11,0.04,126.26262626262627
IN718,500.0,1000.0,68.0,420.0,0.5,0.20773888444219055,0.3425774877650897,0.11,0.04,113.63636363636363
IN718,500.0,400.0,256.0,905.0,1.25,0.7820758002529526,0.7381729200652528,0.11,0.04,284.09090909090907
IN718,500.0,500.0,186.0,629.0,1.0,0.5682269486212859,0.5130505709624796,0.11,0.04,227.27272727272725
IN718,500.0,600.0,170.0,712.0,0.8333333333333334,0.5193472111054763,0.5807504078303426,0.11,0.04,189.39393939393938
IN718,500.0,700.0,134.0,599.0,0.7142857142857143,0.4093678016949049,0.48858075040783033,0.11,0.04,162.33766233766232
IN718,500.0,800.0,162.0,535.0,0.625,0.4949073423475716,0.4363784665579119,0.11,0.04,142.04545454545453
IN718,500.0,900.0,132.0,526.0,0.5555555555555556,0.4032578345054287,0.4290375203915171,0.11,0.04,126.26262626262627
IN718,500.0,1000.0,96.0,382.0,0.5,0.29327842509485724,0.31158238172920066,0.11,0.04,113.63636363636363
IN718,500.0,400.0,284.0,949.0,1.25,0.8676153409056193,0.7740619902120718,0.11,0.04,284.09090909090907
IN718,500.0,500.0,164.0,726.0,1.0,0.5010173095370478,0.5921696574225123,0.11,0.04,227.27272727272725
IN718,500.0,600.0,162.0,713.0,0.8333333333333334,0.4949073423475716,0.5815660685154975,0.11,0.04,189.39393939393938
IN718,500.0,700.0,154.0,645.0,0.7142857142857143,0.47046747358966684,0.5261011419249593,0.11,0.04,162.33766233766232
IN718,500.0,800.0,160.0,504.0,0.625,0.4887973751580954,0.4110929853181077,0.11,0.04,142.04545454545453
IN718,500.0,900.0,110.0,562.0,0.5555555555555556,0.3360481954211906,0.45840130505709625,0.11,0.04,126.26262626262627
IN718,500.0,1000.0,106.0,388.0,0.5,0.3238282610422382,0.3164763458401305,0.11,0.04,113.63636363636363
IN718,500.0,400.0,246.0,976.0,1.25,0.7515259643055717,0.7960848287112561,0.11,0.04,284.09090909090907
IN718,500.0,500.0,182.0,783.0,1.0,0.5560070142423336,0.6386623164763459,0.11,0.04,227.27272727272725
IN718,500.0,600.0,202.0,695.0,0.8333333333333334,0.6171066861370954,0.566884176182708,0.11,0.04,189.39393939393938
IN718,500.0,700.0,154.0,645.0,0.7142857142857143,0.47046747358966684,0.5261011419249593,0.11,0.04,162.33766233766232
IN718,500.0,800.0,174.0,549.0,0.625,0.5315671454844287,0.44779771615008157,0.11,0.04,142.04545454545453
IN718,500.0,900.0,128.0,492.0,0.5555555555555556,0.3910379001264763,0.401305057096248,0.11,0.04,126.26262626262627
IN718,500.0,1000.0,128.0,391.0,0.5,0.3910379001264763,0.3189233278955954,0.11,0.04,113.63636363636363
IN718,500.0,400.0,308.0,977.0,1.25,0.9409349471793337,0.7969004893964111,0.11,0.04,284.09090909090907
IN718,500.0,500.0,198.0,760.0,1.0,0.6048867517581431,0.6199021207177814,0.11,0.04,227.27272727272725
IN718,500.0,600.0,190.0,730.0,0.8333333333333334,0.5804468830002383,0.5954323001631321,0.11,0.04,189.39393939393938
IN718,500.0,700.0,168.0,639.0,0.7142857142857143,0.5132372439160001,0.5212071778140294,0.11,0.04,162.33766233766232
IN718,500.0,800.0,170.0,611.0,0.625,0.5193472111054763,0.49836867862969003,0.11,0.04,142.04545454545453
IN718,500.0,900.0,130.0,548.0,0.5555555555555556,0.39714786731595253,0.4469820554649266,0.11,0.04,126.26262626262627
IN718,500.0,1000.0,150.0,452.0,0.5,0.4582475392107144,0.36867862969004894,0.11,0.04,113.63636363636363
IN718,500.0,400.0,248.0,973.0,1.25,0.7576359314950478,0.7936378466557912,0.11,0.04,284.09090909090907
IN718,500.0,500.0,168.0,782.0,1.0,0.5132372439160001,0.6378466557911908,0.11,0.04,227.27272727272725
IN718,500.0,600.0,218.0,671.0,0.8333333333333334,0.665986423652905,0.5473083197389886,0.11,0.04,189.39393939393938
IN718,500.0,700.0,172.0,632.0,0.7142857142857143,0.5254571782949525,0.5154975530179445,0.11,0.04,162.33766233766232
IN718,500.0,800.0,186.0,591.0,0.625,0.5682269486212859,0.4820554649265905,0.11,0.04,142.04545454545453
IN718,500.0,900.0,108.0,509.0,0.5555555555555556,0.32993822823171437,0.41517128874388254,0.11,0.04,126.26262626262627
IN718,500.0,1000.0,120.0,455.0,0.5,0.36659803136857155,0.37112561174551384,0.11,0.04,113.63636363636363
IN718,500.0,400.0,298.0,986.0,1.25,0.9103851112319526,0.8042414355628059,0.11,0.04,284.09090909090907
IN718,500.0,500.0,192.0,786.0,1.0,0.5865568501897145,0.6411092985318108,0.11,0.04,227.27272727272725
IN718,500.0,600.0,168.0,736.0,0.8333333333333334,0.5132372439160001,0.600326264274062,0.11,0.04,189.39393939393938
IN718,500.0,700.0,144.0,671.0,0.7142857142857143,0.43991763764228586,0.5473083197389886,0.11,0.04,162.33766233766232
IN718,500.0,800.0,172.0,571.0,0.625,0.5254571782949525,0.46574225122349105,0.11,0.04,142.04545454545453
IN718,500.0,900.0,136.0,564.0,0.5555555555555556,0.4154777688843811,0.4600326264274062,0.11,0.04,126.26262626262627
IN718,500.0,1000.0,128.0,493.0,0.5,0.3910379001264763,0.40212071778140296,0.11,0.04,113.63636363636363
IN718,500.0,400.0,270.0,1000.0,1.25,0.824845570579286,0.8156606851549756,0.11,0.04,284.09090909090907
IN718,500.0,500.0,212.0,764.0,1.0,0.6476565220844764,0.6231647634584013,0.11,0.04,227.27272727272725
IN718,500.0,600.0,172.0,728.0,0.8333333333333334,0.5254571782949525,0.5938009787928222,0.11,0.04,189.39393939393938
IN718,500.0,700.0,172.0,663.0,0.7142857142857143,0.5254571782949525,0.5407830342577488,0.11,0.04,162.33766233766232
IN718,500.0,800.0,198.0,608.0,0.625,0.6048867517581431,0.49592169657422513,0.11,0.04,142.04545454545453
IN718,500.0,900.0,136.0,551.0,0.5555555555555556,0.4154777688843811,0.44942903752039154,0.11,0.04,126.26262626262627
IN718,500.0,1000.0,102.0,512.0,0.5,0.3116083266632858,0.4176182707993475,0.11,0.04,113.63636363636363
IN718,500.0,400.0,246.0,1020.0,1.25,0.7515259643055717,0.831973898858075,0.11,0.04,284.09090909090907
IN718,500.0,500.0,168.0,794.0,1.0,0.5132372439160001,0.6476345840130505,0.11,0.04,227.27272727272725
IN718,500.0,600.0,192.0,776.0,0.8333333333333334,0.5865568501897145,0.632952691680261,0.11,0.04,189.39393939393938
IN718,500.0,700.0,166.0,705.0,0.7142857142857143,0.507127276726524,0.5750407830342578,0.11,0.04,162.33766233766232
IN718,500.0,800.0,138.0,582.0,0.625,0.4215877360738573,0.47471451876019577,0.11,0.04,142.04545454545453
IN718,500.0,900.0,154.0,489.0,0.5555555555555556,0.47046747358966684,0.398858075040783,0.11,0.04,126.26262626262627
IN718,500.0,1000.0,120.0,472.0,0.5,0.36659803136857155,0.38499184339314846,0.11,0.04,113.63636363636363
IN718,600.0,400.0,236.0,1108.0,1.5,0.7209761283581907,0.9037520391517129,0.11,0.04,340.90909090909093
IN718,600.0,500.0,126.0,652.0,1.2,0.3849279329370001,0.531810766721044,0.11,0.04,272.7272727272727
IN718,600.0,400.0,276.0,1145.0,1.5,0.8431754721477146,0.933931484502447,0.11,0.04,340.90909090909093
IN718,600.0,500.0,122.0,640.0,1.2,0.37270799855804776,0.5220228384991843,0.11,0.04,272.7272727272727
IN718,600.0,400.0,254.0,1126.0,1.5,0.7759658330634764,0.9184339314845025,0.11,0.04,340.90909090909093
IN718,600.0,500.0,148.0,639.0,1.2,0.4521375720212382,0.5212071778140294,0.11,0.04,272.7272727272727
IN718,600.0,400.0,300.0,1204.0,1.5,0.9164950784214289,0.9820554649265906,0.11,0.04,340.90909090909093
IN718,600.0,500.0,170.0,680.0,1.2,0.5193472111054763,0.5546492659053833,0.11,0.04,272.7272727272727
IN718,600.0,400.0,260.0,1162.0,1.5,0.7942957346319051,0.9477977161500816,0.11,0.04,340.90909090909093
IN718,600.0,500.0,164.0,639.0,1.2,0.5010173095370478,0.5212071778140294,0.11,0.04,272.7272727272727
IN718,600.0,400.0,296.0,1226.0,1.5,0.9042751440424764,1.0,0.11,0.04,340.90909090909093
IN718,600.0,500.0,148.0,662.0,1.2,0.4521375720212382,0.5399673735725938,0.11,0.04,272.7272727272727
IN718,600.0,400.0,310.0,1140.0,1.5,0.9470449143688098,0.9298531810766721,0.11,0.04,340.90909090909093
IN718,600.0,500.0,184.0,690.0,1.2,0.5621169814318097,0.5628058727569332,0.11,0.04,272.7272727272727
IN718,600.0,400.0,312.0,1223.0,1.5,0.953154881558286,0.9975530179445351,0.11,0.04,340.90909090909093
IN718,600.0,500.0,192.0,722.0,1.2,0.5865568501897145,0.5889070146818923,0.11,0.04,272.7272727272727
IN718,600.0,400.0,300.0,1199.0,1.5,0.9164950784214289,0.9779771615008157,0.11,0.04,340.90909090909093
IN718,600.0,500.0,192.0,677.0,1.2,0.5865568501897145,0.5522022838499184,0.11,0.04,272.7272727272727
Ti64,200.0,1300.0,147.4782,148.0224,0.15384615384615385,0.45054348158150387,0.12073605220228385,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,132.2406,139.8594,0.14814814814814814,0.4039928635583227,0.11407781402936377,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,136.05,128.4312,0.14285714285714285,0.41563051806411805,0.10475628058727568,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,135.8686,115.4611,0.13793103448275862,0.41507634404003246,0.09417707993474715,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,148.5666,78.0927,0.13333333333333333,0.4538685257260168,0.06369714518760196,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,141.7641,79.9974,0.12903225806451613,0.433086999822811,0.06525073409461664,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,144.7572,63.6714,0.125,0.4422308712202216,0.05193425774877651,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,144.4851,67.4808,0.12121212121212122,0.4413996101840933,0.05504143556280587,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,140.6757,71.0181,0.11764705882352941,0.429761955678298,0.057926672104404574,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,135.5965,156.2761,0.15384615384615385,0.4142450830039042,0.12746827079934747,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,143.6688,146.3898,0.14814814814814814,0.43890582707570863,0.11940440456769984,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,131.4243,140.6757,0.14285714285714285,0.40149908044993793,0.1147436378466558,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,137.1384,111.2889,0.13793103448275862,0.4189555622086309,0.09077398042414356,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,142.8525,97.956,0.13333333333333333,0.43641204396732386,0.07989885807504078,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,139.8594,106.6632,0.12903225806451613,0.4272681725699133,0.08700097879282219,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,134.1453,97.2304,0.125,0.4098116908112203,0.07930701468189233,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,136.8663,87.3441,0.12121212121212122,0.4181243011725027,0.0712431484502447,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,146.3898,116.1867,0.11764705882352941,0.44721843743699097,0.09476892332789559,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,193.4631,40.815,0.15384615384615385,0.5910265966871757,0.03329119086460033,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,179.0418,46.8012,0.14814814814814814,0.5469697617723792,0.03817389885807504,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,175.7766,73.7391,0.14285714285714285,0.5369946293388405,0.06014608482871125,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,162.1716,67.7529,0.13793103448275862,0.49543157753242867,0.055263376835236536,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,122.1729,68.2971,0.13333333333333333,0.37323620522157797,0.05570725938009788,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,177.4092,42.4476,0.12903225806451613,0.5419821955556099,0.03462283849918434,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,187.4769,36.7335,0.125,0.5727388538923546,0.02996207177814029,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,175.7766,48.4338,0.12121212121212122,0.5369946293388405,0.039505546492659055,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,141.2199,69.1134,0.11764705882352941,0.4314244777505545,0.05637308319738989,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,133.6011,142.0362,0.15384615384615385,0.4081491687389639,0.11585334420880915,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,138.4989,148.2945,0.14814814814814814,0.4231118673892721,0.12095799347471452,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,142.8525,126.1637,0.14285714285714285,0.43641204396732386,0.1029067699836868,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,141.7641,114.5541,0.13793103448275862,0.433086999822811,0.09343727569331159,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,143.3967,118.0914,0.13333333333333333,0.4380745660395804,0.09632251223491027,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,145.8456,93.0582,0.12903225806451613,0.44555591536473443,0.07590391517128875,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,131.6964,115.9146,0.125,0.4023303414860662,0.09454698205546493,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,133.329,103.1259,0.12121212121212122,0.40731790770283566,0.0841157422512235,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,133.329,97.6839,0.11764705882352941,0.40731790770283566,0.0796769168026101,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,168.8834,109.3842,0.15384615384615385,0.5159360164235918,0.08922039151712888,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,138.8617,144.5758,0.14814814814814814,0.42422021543744315,0.1179247960848287,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,143.3967,134.1453,0.14285714285714285,0.4380745660395804,0.10941704730831973,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,122.9892,139.2245,0.13793103448275862,0.3757299883299626,0.11355995106035889,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,135.3244,139.8594,0.13333333333333333,0.41341382196777604,0.11407781402936377,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,111.2889,132.6941,0.12903225806451613,0.3399857637764485,0.10823336052202283,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,114.6448,122.3543,0.125,0.3502379832220301,0.09979959216965742,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,141.4013,71.5623,0.12121212121212122,0.43197865177463995,0.0583705546492659,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,105.5748,106.119,0.11764705882352941,0.32252928201775555,0.08655709624796085,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,160.0855,154.4621,0.15384615384615385,0.48905857625544547,0.12598866231647635,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,155.097,167.7043,0.14814814814814814,0.47381879059309456,0.13678980424143555,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,157.0017,151.5597,0.14285714285714285,0.4796376178459922,0.12362128874388253,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,154.2807,135.2337,0.13793103448275862,0.4713250074847098,0.1103048123980424,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,145.0293,112.6494,0.13333333333333333,0.44306213225634977,0.0918836867862969,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,158.0901,104.7585,0.12903225806451613,0.48296266199050514,0.08544738988580751,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,144.4851,130.608,0.125,0.4413996101840933,0.10653181076672105,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,138.4989,133.9639,0.12121212121212122,0.4231118673892721,0.10926908646003262,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,133.8732,126.98,0.11764705882352941,0.4089804297750921,0.1035725938009788,0.1,0.03,39.21568627450981
Ti64,200.0,1300.0,147.4782,136.05,0.15384615384615385,0.45054348158150387,0.11097063621533443,0.1,0.03,51.282051282051285
Ti64,200.0,1350.0,136.05,136.05,0.14814814814814814,0.41563051806411805,0.11097063621533443,0.1,0.03,49.382716049382715
Ti64,200.0,1400.0,133.6011,137.9547,0.14285714285714285,0.4081491687389639,0.11252422512234911,0.1,0.03,47.61904761904762
Ti64,200.0,1450.0,128.7033,110.4726,0.13793103448275862,0.39318647008865565,0.09010815660685155,0.1,0.03,45.97701149425288
Ti64,200.0,1500.0,119.9054,124.6218,0.13333333333333333,0.36630902992050934,0.10164910277324632,0.1,0.03,44.44444444444444
Ti64,200.0,1550.0,142.3083,86.7999,0.12903225806451613,0.43474952189506744,0.07079926590538335,0.1,0.03,43.01075268817205
Ti64,200.0,1600.0,127.6149,83.8068,0.125,0.3898614259441427,0.068357911908646,0.1,0.03,41.66666666666667
Ti64,200.0,1650.0,134.9616,81.9021,0.12121212121212122,0.41230547391960504,0.06680432300163132,0.1,0.03,40.4040404040404
Ti64,200.0,1700.0,136.3221,100.9491,0.11764705882352941,0.41646177910024623,0.08234021207177813,0.1,0.03,39.21568627450981
